Date,Voucher,Party,Product,Qty,Rate
2018-02-21,8982,KRISHNAPATNAM PORT,100LEAF,30,420.0
2018-02-21,8982,KRISHNAPATNAM PORT,GST AMOUNT,1,16160.0
2018-02-21,8983,BADRI.K-KOVUR,13*16 BK(100)KRISHN,100,17.0
2018-02-21,8983,BADRI.K-KOVUR,12*18 STAR-CUT,3,93.0
2018-02-21,8984,BSR,TIRUMALA-50(13*16),200,14.5
2018-02-21,8984,BSR,SPOON BIG CL,100,18.5
2018-02-21,8984,BSR,SPOON-SMALL-NAT,200,9.0
2018-02-21,8985,RAMARAO,14 GREEN,40,36.5
2018-02-21,8985,RAMARAO,SILVER POUCH 8*10,10,70.0
2018-02-21,8985,RAMARAO,SILVER POUCH 6*8,20,40.0
2018-02-21,8985,RAMARAO,SPOON BIG CL,30,19.0
2018-02-21,8985,RAMARAO,BLACK DOG-350ML,50,26.0
2018-02-21,8985,RAMARAO,APPLE WATER,30,22.0
2018-02-21,8985,RAMARAO,PAPER TEA,50,19.0
2018-02-21,8985,RAMARAO,VISHNU ICE,20,18.0
2018-02-21,8985,RAMARAO,MILAN 4*5 POLY,30,13.5
2018-02-21,8985,RAMARAO,PP,2,150.0
2018-02-21,8985,RAMARAO,TIFFIN PLATENO-10,10,18.0
2018-02-21,8985,RAMARAO,TIRUMALA LEAF(9),1,370.0
2018-02-21,8985,RAMARAO,DONA -LOOSE,10,19.0
2018-02-21,8986,GVS,GARUDA 10*12 BK,1000,6.8
2018-02-21,8986,GVS,GARUDA 13*16 BK,530,13.0
2018-02-21,8986,GVS,TIRUMALA-50(16*20),120,26.0
2018-02-21,8986,GVS,10*10 TEJA,25,128.0
2018-02-21,8986,GVS,TIRUMALA-50(17*23),30,36.0
2018-02-21,8986,GVS,MILAN 4*5 POLY,300,12.0
2018-02-21,8987,SALESMAN SURESH,CYCLE-BK-10*12,100,7.0
2018-02-21,8987,SALESMAN SURESH,CYCLE-BLU-10*12,100,7.0
2018-02-21,8987,SALESMAN SURESH,TIRUMALA-50(13*16),200,14.5
2018-02-21,8987,SALESMAN SURESH,TIRUMALA-50(16*20),50,26.0
2018-02-21,8987,SALESMAN SURESH,TIRML-BL-KG-16*20,5,130.0
2018-02-21,8988,KPR,5*7 ESWAR,25,155.0
2018-02-21,8988,KPR,10*12 SARAS-NAT,600,8.3
2018-02-21,8988,KPR,10*12 SARAS-NAT,60,8.3
2018-02-21,8988,KPR,ROBO 10*12,1600,4.3
2018-02-21,8989,R.D .STORES,TIRUMALA-50(16*20),120,26.0
2018-02-21,8989,R.D .STORES,NO-2,5,148.0
2018-02-21,8989,R.D .STORES,N0-5,5,148.0
2018-02-21,8989,R.D .STORES,10*12 SARAS-BK,300,8.4
2018-02-21,8990,CNR,VISHNU 300ML,200,27.0
2018-02-21,8990,CNR,14 5PLAY PLATES,1000,2.2
2018-02-21,8990,CNR,TIFFIN PLATENO-11,50,20.0
2018-02-21,8991,INR SWEETS-SANGAM,5*7 ESWAR,24,90.0
2018-02-21,8991,INR SWEETS-SANGAM,4*6 1/2 KG PACKET,4,90.0
2018-02-21,8991,INR SWEETS-SANGAM,6*9 HM,4,80.0
2018-02-21,8991,INR SWEETS-SANGAM,8*11 HM,2,170.0
2018-02-21,8991,INR SWEETS-SANGAM,10*12 KRISHNA-BK(10,150,8.5
2018-02-21,8991,INR SWEETS-SANGAM,TIRUMALA-50(13*16),70,14.5
2018-02-21,8991,INR SWEETS-SANGAM,TIRUMALA-50(16*20),10,26.0
2018-02-21,8991,INR SWEETS-SANGAM,24 * 30 BLUE,2,80.0
2018-02-21,8991,INR SWEETS-SANGAM,20 *26 BLUE,5,65.0
2018-02-21,8991,INR SWEETS-SANGAM,LOOSE KIRANA,8,150.0
2018-02-21,8991,INR SWEETS-SANGAM,PIN BOX,1,90.0
2018-02-21,8991,INR SWEETS-SANGAM,PP 20*26,3,150.0
2018-02-21,8992,SSR-NPT,BLACK DOG-350ML,100,26.0
2018-02-21,8993,MT,BLACK DOG-350ML,100,26.0
2018-02-22,8919,PAVAN KUMAR.R,13*16 WHITE RK,100,16.0
2018-02-22,8919,PAVAN KUMAR.R,10*12 SARAS-BK,300,8.3
2018-02-22,8919,PAVAN KUMAR.R,CYCLE-BLU-10*12,100,7.0
2018-02-22,8919,PAVAN KUMAR.R,TIRUMALA LEAF(9),4,370.0
2018-02-22,8919,PAVAN KUMAR.R,VISHNU 250ML,50,30.0
2018-02-22,8919,PAVAN KUMAR.R,BLACK DOG-350ML,50,26.0
2018-02-22,8919,PAVAN KUMAR.R,STRAW 1.3KG BUNDLE,50,19.0
2018-02-22,8919,PAVAN KUMAR.R,SILVER PLATE 6,400,4.0
2018-02-22,8919,PAVAN KUMAR.R,TIRML-BL-KG-17*23,5,130.0
2018-02-22,8919,PAVAN KUMAR.R,10*12 SARAS-NAT,100,8.5
2018-02-22,8919,PAVAN KUMAR.R,4*5 MEET,50,16.0
2018-02-22,8919,PAVAN KUMAR.R,10*10 SHEET,10,140.0
2018-02-22,8994,BRHAMADEVI SUDHEER,CLASSIC COLOUR,100,28.0
2018-02-22,8994,BRHAMADEVI SUDHEER,TIFFIN PLATENO-10,50,16.0
2018-02-22,8995,SMS TRADERS-GDR,APPLE WATER,200,22.0
2018-02-22,8995,SMS TRADERS-GDR,BIG M.W SPOON,100,16.0
2018-02-22,8995,SMS TRADERS-GDR,14 GREEN,200,36.5
2018-02-22,8995,SMS TRADERS-GDR,PRESSING COVER-2*3,30,8.0
2018-02-22,8995,SMS TRADERS-GDR,PRESSING COVER 3*4,20,16.0
2018-02-22,8996,SVSGS,TIRUMALA-50(16*20),200,26.0
2018-02-22,8996,SVSGS,80 LEAF,10,340.0
2018-02-22,8997,GUPTA STORES-SPT,20 *26 BLUE,20,55.0
2018-02-22,8997,GUPTA STORES-SPT,24 * 30 BLUE,20,75.0
2018-02-22,8997,GUPTA STORES-SPT,TIRUMALA-50(16*20),20,26.0
2018-02-22,8997,GUPTA STORES-SPT,TIRUMALA-50(17*23),20,35.0
2018-02-22,8997,GUPTA STORES-SPT,TIRUMALA-50(13*16),10,14.5
2018-02-22,8997,GUPTA STORES-SPT,TIRUMALA-50B(10*12),10,8.0
2018-02-22,8997,GUPTA STORES-SPT,6*9 100 PCS,10,40.0
2018-02-22,8997,GUPTA STORES-SPT,7*10 100 PCS,10,55.0
2018-02-22,8997,GUPTA STORES-SPT,8*11 STAR-DCUT,2,100.0
2018-02-22,8997,GUPTA STORES-SPT,10*15 STAR-DCUT,2,95.0
2018-02-22,8997,GUPTA STORES-SPT,12*18 STAR-CUT,2,95.0
2018-02-22,8997,GUPTA STORES-SPT,14*20 STAR-DCUT,2,95.0
2018-02-22,8997,GUPTA STORES-SPT,PRESSING COVER-2*3,10,8.0
2018-02-22,8997,GUPTA STORES-SPT,PRESSING COVER 3*4,10,16.0
2018-02-22,8997,GUPTA STORES-SPT,PRESSING COVER 4*5,10,27.0
2018-02-22,8997,GUPTA STORES-SPT,GARUDA 10*12 COLOUR,20,7.0
2018-02-22,8997,GUPTA STORES-SPT,NIFTY 10*12 PINK,10,7.0
2018-02-22,8997,GUPTA STORES-SPT,DURGA 13*16 CL,10,12.0
2018-02-22,8997,GUPTA STORES-SPT,TAMBULAM 7*10,20,12.0
2018-02-22,8997,GUPTA STORES-SPT,TAMBULAM 8*11,20,14.0
2018-02-22,8997,GUPTA STORES-SPT,STRAW 1/4 PACKET,1,20.0
2018-02-22,8997,GUPTA STORES-SPT,5 RS RUBBER SHEET,1,180.0
2018-02-22,8997,GUPTA STORES-SPT,TIFFIN PLATENO-11,5,20.0
2018-02-22,8997,GUPTA STORES-SPT,TIFFIN PLATENO-10,10,18.0
2018-02-22,8997,GUPTA STORES-SPT,"TIFFIN PLATES-9""",10,16.0
2018-02-22,8997,GUPTA STORES-SPT,TIFFIN PLATES NO-7,10,12.0
2018-02-22,8997,GUPTA STORES-SPT,TIFFIN PLATES-6,10,9.0
2018-02-22,8998,K.RAVIKUMAR-VGIRI,5*6 POLY,10,21.0
2018-02-22,8998,K.RAVIKUMAR-VGIRI,4*5 MEET,10,16.0
2018-02-22,8998,K.RAVIKUMAR-VGIRI,VISHNU 250ML,45,30.0
2018-02-22,8998,K.RAVIKUMAR-VGIRI,BLACK DOG-350ML,50,26.0
2018-02-22,8998,K.RAVIKUMAR-VGIRI,14 GREEN,8,36.5
2018-02-22,8998,K.RAVIKUMAR-VGIRI,80 LEAF,2,350.0
2018-02-22,8998,K.RAVIKUMAR-VGIRI,SILVER PLATE 6,50,4.0
2018-02-22,8998,K.RAVIKUMAR-VGIRI,VISHNU ICE,5,18.0
2018-02-22,8998,K.RAVIKUMAR-VGIRI,10*10 TEJA,3,130.0
2018-02-22,8998,K.RAVIKUMAR-VGIRI,10*12 SARAS-NAT,100,8.5
2018-02-22,8998,K.RAVIKUMAR-VGIRI,13*16 WHITE RK,100,16.0
2018-02-22,8998,K.RAVIKUMAR-VGIRI,TIRUMALA-50(16*20),120,26.0
2018-02-22,8998,K.RAVIKUMAR-VGIRI,DHARAM-15PCS,3,90.0
2018-02-22,8999,RAMESH-MUTHUKUR,SILVER POUCH 5*7,10,30.0
2018-02-22,8999,RAMESH-MUTHUKUR,RUBBER,1,300.0
2018-02-22,8999,RAMESH-MUTHUKUR,FORK BIG,10,25.0
2018-02-22,9000,PAPARAO,22MRP THREADS,36,14.0
2018-02-22,9000,PAPARAO,14 GREEN,40,36.5
2018-02-22,9000,PAPARAO,DONA-VAI-9100,1,1730.0
2018-02-22,9000,PAPARAO,SILVER POUCH 8*10,10,70.0
2018-02-22,9001,BRHAMADEVI SUDHEER,CYCLE-BLU-10*12,400,6.5
2018-02-22,9002,BASHA-PDKR,BLACK DOG-350ML,100,26.0
2018-02-22,9002,BASHA-PDKR,APPLE WATER,100,22.0
2018-02-22,9002,BASHA-PDKR,CLASSIC 250ML(100),80,31.0
2018-02-22,9002,BASHA-PDKR,CYCLE 13*16 BK KG,25,80.0
2018-02-22,9002,BASHA-PDKR,CYCLE 10*12 BK KG,25,80.0
2018-02-22,9003,BRHAMADEVI SUDHEER,4*5 TRISUL,300,15.0
2018-02-22,9004,PENCHALAYYA-K,TIRUMALA-50B(10*12),300,7.5
2018-02-22,9004,PENCHALAYYA-K,TIRUMALA-50(13*16),200,14.5
2018-02-22,9004,PENCHALAYYA-K,TIRML-BL-KG-16*20,5,120.0
2018-02-22,9006,SARNESWARA TRADERS,DONA-VAI-9100,10,1640.0
2018-02-22,9007,BHASKER BAR,APPLE WATER,500,24.0
2018-02-22,9007,BHASKER BAR,BEER COVER,25,125.0
2018-02-22,9007,BHASKER BAR,TIRML-BL-KG-10*12,5,125.0
2018-02-22,9007,BHASKER BAR,TIRML-BL-KG-16*20,5,125.0
2018-02-22,9008,SURYA BAR,VISHNU 250ML,100,30.0
2018-02-22,9008,SURYA BAR,BLACK DOG-350ML,100,26.0
2018-02-22,9008,SURYA BAR,BEER COVER,10,125.0
2018-02-22,9008,SURYA BAR,TIRML-BL-KG-13*16,5,125.0
2018-02-22,9008,SURYA BAR,TIRML-BL-KG-16*20,5,125.0
2018-02-22,9009,MADHUFANCY,TIRUMALA-50(16*20),120,26.0
2018-02-22,9009,MADHUFANCY,13*16 BK(100)KRISHN,200,16.5
2018-02-22,9009,MADHUFANCY,10*12 KRISHNA-BK(10,300,8.0
2018-02-22,9010,RR,13*16 WHITE RK,500,15.5
2018-02-22,9010,RR,10*12 RK,400,8.3
2018-02-22,9010,RR,10*10 TIGER,30,138.0
2018-02-22,9010,RR,100LEAF,8,440.0
2018-02-22,9010,RR,PP,10,148.0
2018-02-22,9011,RR,14 GREEN,40,36.5
2018-02-22,9012,SRINU-PMR,DONA-1100,6,1930.0
2018-02-22,9013,SRINU,BLACK DOG-350ML,200,26.0
2018-02-22,9014,SVP-BUCHHI,14 GREEN,7000,1.45
2018-02-22,9015,ATS,14 5PLAY PLATES,7000,2.2
2018-02-22,9015,ATS,14 GREEN,3000,1.45
2018-02-22,9016,ATS,TIRUMALA-50(13*16),200,14.5
2018-02-22,9016,ATS,9*12 100 PCS,10,75.0
2018-02-22,9016,ATS,7*10 100 PCS,20,55.0
2018-02-22,9016,ATS,VISHNU CHOTA WINE,100,27.0
2018-02-22,9016,ATS,HIGH COUNT 16*20 BL,1,160.0
2018-02-22,9016,ATS,NO-1,5,154.0
2018-02-22,9016,ATS,NO-2,5,154.0
2018-02-22,9017,RAJASURESH,10*10 TEJA,25,128.0
2018-02-22,9017,RAJASURESH,TIRUMALA-50(16*20),120,26.0
2018-02-22,9018,SRINU,SMARTBOUL GLA(4000),1,1680.0
2018-02-22,9019,MSN-UGIRI,10*10 TEJA,10,128.0
2018-02-22,9019,MSN-UGIRI,10*10 SHEET,10,138.0
2018-02-22,9019,MSN-UGIRI,TOOTH PICS,5,110.0
2018-02-22,9019,MSN-UGIRI,"TIFFIN PLATES-9""",80,16.0
2018-02-22,9019,MSN-UGIRI,24*30 COVER,5,77.0
2018-02-22,9019,MSN-UGIRI,20 *26 BLUE,5,78.0
2018-02-22,9019,MSN-UGIRI,13*16 BLACK RK,100,16.0
2018-02-22,9019,MSN-UGIRI,10*12 KRISHNA-BK(10,200,8.3
2018-02-22,9019,MSN-UGIRI,TIFFIN PLATES NO-7,100,12.0
2018-02-22,9020,KHAN AND KHAN PLAST,DONA-VAI-9100,2,1640.0
2018-02-22,9021,HAMPI FOODS,TIRUMALA LEAF(9),20,400.0
2018-02-22,9021,HAMPI FOODS,4*5 MEET,50,18.0
2018-02-22,9021,HAMPI FOODS,5*7 ESWAR,70,160.0
2018-02-22,9021,HAMPI FOODS,GARBAGE BAGS-EXTRA ,72,70.0
2018-02-22,9021,HAMPI FOODS,PP,10,160.0
2018-02-22,9021,HAMPI FOODS,GST AMOUNT,1,4813.2
2018-02-22,9022,VLP,VISHNU CHOTA WINE,200,27.0
2018-02-22,9023,BCM,100LEAF -SP,6,590.0
2018-02-22,9024,CHAKKA RANGAYYA,90ML RANGEELA,140,14.5
2018-02-22,9025,KVK,5*6 JANATHA POLY,75,34.5
2018-02-22,9070,MAYURI CATERING,BEND STRAW,30,15.0
2018-02-22,9085,CHENGAREDDY-MTKR,10*10 SIVA SHEET,25,148.0
2018-02-22,9092,TP13,90ML RANGEELA,140,14.0
2018-02-22,9092,TP13,APPLE WINE,100,24.0
2018-02-22,9092,TP13,LD 6*7.5(HALF LITRE,25,160.0
2018-02-22,9092,TP13,LITE FOAM(1200),1,1620.0
2018-02-22,9092,TP13,APPLE WATER,100,21.5
2018-02-22,9092,TP13,"SILVER PLATE 9""",50,7.0
2018-02-22,9092,TP13,TOOTH PICS,10,108.0
2018-02-22,9092,TP13,PRESSING COVER 5*6,20,55.0
2018-02-22,9092,TP13,PRESSING COVER 4*5,20,30.0
2018-02-22,9092,TP13,PRESSING COVER 4*6,20,40.0
2018-02-22,9092,TP13,PRESSING COVER 6*8,20,65.0
2018-02-22,9092,TP13,VISHNU CHOTA WINE,100,27.0
2018-02-22,9092,TP13,CLASSIC ENJOY(750),1,1320.0
2018-02-22,9092,TP13,10*10 SHEET,25,136.0
2018-02-22,9092,TP13,NO-00,25,148.0
2018-02-22,9092,TP13,CLASSIC 300ML,100,26.0
2018-02-22,9092,TP13,APPLE WATER,100,21.5
2018-02-22,9092,TP13,BAHUBALI WINE,110,22.0
2018-02-22,9092,TP13,10*12 SARAS-NAT,600,8.1
2018-02-23,9026,BSM-VGIRI,10*12 KRISHNA-BK(10,300,8.3
2018-02-23,9026,BSM-VGIRI,TIRML-BL-KG-13*16,25,125.0
2018-02-23,9027,SAIRAM GENERALS,5*6 POLY,20,21.0
2018-02-23,9027,SAIRAM GENERALS,4*5 MEET,20,16.0
2018-02-23,9027,SAIRAM GENERALS,TIRUMALA LEAF(9),3,380.0
2018-02-23,9027,SAIRAM GENERALS,10*10 SHEET,5,140.0
2018-02-23,9027,SAIRAM GENERALS,PAPER TEA,50,19.0
2018-02-23,9028,NAGESWARAO,13*16 WHITE RK,20,16.0
2018-02-23,9028,NAGESWARAO,TIRUMALA-50(16*20),10,26.0
2018-02-23,9028,NAGESWARAO,16*20(100-W),10,29.0
2018-02-23,9028,NAGESWARAO,5 RS RUBBER SHEET,1,180.0
2018-02-23,9028,NAGESWARAO,4*5 MEET,10,16.0
2018-02-23,9029,CUSTOMER,TIRUMALA-50(13*16),100,14.0
2018-02-23,9029,CUSTOMER,10*12 RK,100,8.6
2018-02-23,9029,CUSTOMER,TIFFIN PLATENO-11,5,25.0
2018-02-23,9030,DHANALAKSHMI PROVIS,TIRUMALA-50(13*16),200,14.5
2018-02-23,9030,DHANALAKSHMI PROVIS,HIGH COUNT 16*20 BL,2,160.0
2018-02-23,9031,RNR,GARUDA 10*12 BK,500,7.0
2018-02-23,9032,K.NAGIREDDY-KALIGIR,DURGA 10*12 BK,400,5.7
2018-02-23,9032,K.NAGIREDDY-KALIGIR,DURGA 10*12 BLUE,800,5.5
2018-02-23,9033,LAKSHMISAI FANCY-KO,SILVER POUCH 8*10,10,70.0
2018-02-23,9033,LAKSHMISAI FANCY-KO,SILVER POUCH 9*12,10,90.0
2018-02-23,9033,LAKSHMISAI FANCY-KO,5*7 ESWAR,2,150.0
2018-02-23,9034,BCM,VISHNU 250ML,100,30.0
2018-02-23,9034,BCM,BLACK DOG-350ML,100,26.0
2018-02-23,9034,BCM,14 GREEN,120,36.5
2018-02-23,9035,M.BHASKER,PAPER TEA 80ML LONG,160,29.0
2018-02-23,9035,M.BHASKER,BIG M.W SPOON,100,16.0
2018-02-23,9035,M.BHASKER,STRAW 1/4 PACKET,10,19.0
2018-02-23,9035,M.BHASKER,14 GREEN,40,36.5
2018-02-23,9036,VENKATESWARA PROVIS,CLASSIC 250ML,100,25.0
2018-02-23,9037,T.GOPI-SPT,CYCLE-BLU-10*12,1440,7.0
2018-02-23,9037,T.GOPI-SPT,CYCLE-BLU-10*12,160,7.0
2018-02-23,9037,T.GOPI-SPT,TIRUMALA-50(13*16),400,14.5
2018-02-23,9037,T.GOPI-SPT,TIRUMALA-50(16*20),480,26.0
2018-02-23,9037,T.GOPI-SPT,CYCLE-BLU-13*16,1000,12.5
2018-02-23,9037,T.GOPI-SPT,TIRUMALA 16*20 M.W,25,104.0
2018-02-23,9037,T.GOPI-SPT,TAMBULAM 7*10,30,12.0
2018-02-23,9037,T.GOPI-SPT,PP 4*4,10,150.0
2018-02-23,9037,T.GOPI-SPT,PP 4*5 +,10,150.0
2018-02-23,9037,T.GOPI-SPT,PP + 5*6,5,148.0
2018-02-23,9037,T.GOPI-SPT,CYCLE-BLU-13*16,20,12.5
2018-02-23,9038,MGS,14 GREEN,80,36.5
2018-02-23,9039,RO,TIRUMALA-50(13*16),600,14.5
2018-02-23,9040,DSP-SEKHAR,MILAN 4*5 POLY,900,12.0
2018-02-23,9040,DSP-SEKHAR,NO-0,25,153.0
2018-02-23,9040,DSP-SEKHAR,NO-1,25,153.0
2018-02-23,9040,DSP-SEKHAR,N0-5,25,153.0
2018-02-23,9040,DSP-SEKHAR,NO-0,25,147.0
2018-02-23,9040,DSP-SEKHAR,90ML RANGEELA,700,14.0
2018-02-23,9040,DSP-SEKHAR,LITE FOAM(1200),5,1620.0
2018-02-23,9040,DSP-SEKHAR,TAMBULAM 7*10,50,102.0
2018-02-23,9040,DSP-SEKHAR,SILVER POUCH 9*12,50,88.0
2018-02-23,9041,K.SRIHARI,NO-00,50,153.0
2018-02-23,9042,KVKC,SILVER PLATE 6,1000,3.5
2018-02-23,9042,KVKC,VISHNU ICE,100,18.0
2018-02-23,9043,T.GOPI-SPT,TAMBULAM 8*11,50,14.0
2018-02-23,9043,T.GOPI-SPT,SILVER TONE 10*12 B,250,14.0
2018-02-23,9043,T.GOPI-SPT,GARUDA 10*12 BK,100,7.0
2018-02-23,9044,CUSTOMER,PAPER TEA,50,18.5
2018-02-23,9044,CUSTOMER,4*6 POLY,30,17.0
2018-02-23,9045,BSR,APPLE WINE,100,24.0
2018-02-23,9046,JANANI PLASTICS-VGI,GARUDA 13*16 BK,520,13.5
2018-02-23,9046,JANANI PLASTICS-VGI,TIRUMALA-50(13*16),200,14.5
2018-02-23,9046,JANANI PLASTICS-VGI,10*12 SARAS-BK,300,8.3
2018-02-23,9046,JANANI PLASTICS-VGI,GOLD LEAF SITTING,4,690.0
2018-02-23,9046,JANANI PLASTICS-VGI,7*10 100 PCS,20,45.0
2018-02-23,9046,JANANI PLASTICS-VGI,TAMBULAM 6*9,150,10.0
2018-02-23,9046,JANANI PLASTICS-VGI,TAMBULAM 7*10,200,12.0
2018-02-23,9046,JANANI PLASTICS-VGI,TAMBULAM 8*11,200,13.5
2018-02-23,9046,JANANI PLASTICS-VGI,5*6 TRISUL,200,19.0
2018-02-23,9047,MURALISHOP,1000ML CONTAINER,600,7.0
2018-02-23,9048,LAKSHMIFANCY,APPLE WATER,100,22.0
2018-02-23,9049,JANANI PLASTICS-VGI,VISHNU 250ML,100,30.0
2018-02-23,9049,JANANI PLASTICS-VGI,APPLE WATER,200,22.0
2018-02-23,9050,BALAJI PLASTICS,LITE FOAM(1200),10,1600.0
2018-02-23,9050,BALAJI PLASTICS,90ML RANGEELA,700,13.75
2018-02-23,9050,BALAJI PLASTICS,DONA-VAI-9100,6,1640.0
2018-02-23,9096,TP13,FORK-MED,100,14.0
2018-02-23,9096,TP13,NO-000,5,154.0
2018-02-23,9096,TP13,LD 6*7.5(HALF LITRE,4,160.0
2018-02-23,9097,TP13,30*50 LINER,25,155.0
2018-02-24,9051,PV KUMAR REDDY-UGIR,GARUDA 10*12 BK,300,7.0
2018-02-24,9051,PV KUMAR REDDY-UGIR,SILVER POUCH 8*10,3,70.0
2018-02-24,9052,VKP,SILVER POUCH 6*8,50,39.0
2018-02-24,9053,JAYAMPU SUDHAKAR,TIRUMALA-50(16*20),10,26.0
2018-02-24,9053,JAYAMPU SUDHAKAR,TIRUMALA-50(13*16),100,14.5
2018-02-24,9053,JAYAMPU SUDHAKAR,CYCLE-BLU-10*12,400,6.5
2018-02-24,9053,JAYAMPU SUDHAKAR,10*10 TEJA,5,130.0
2018-02-24,9053,JAYAMPU SUDHAKAR,PAPER TEA 80ML LONG,20,22.0
2018-02-24,9054,VENUGOPAL-INAMADUGU,FANCY IC,20,20.0
2018-02-24,9054,VENUGOPAL-INAMADUGU,VISHNU ICE,20,18.0
2018-02-24,9054,VENUGOPAL-INAMADUGU,BASKIN SPOON,10,22.0
2018-02-24,9054,VENUGOPAL-INAMADUGU,SPOON-SMALL-NAT,10,9.0
2018-02-24,9054,VENUGOPAL-INAMADUGU,14 GREEN,80,36.5
2018-02-24,9054,VENUGOPAL-INAMADUGU,CLASSIC 250ML,100,25.0
2018-02-24,9054,VENUGOPAL-INAMADUGU,90ML RANGEELA,140,15.0
2018-02-24,9054,VENUGOPAL-INAMADUGU,TIFFIN PLATENO-11,50,21.0
2018-02-24,9055,T.MOHAN-SKHT,LOOSE KIRANA,32,147.0
2018-02-24,9055,T.MOHAN-SKHT,10*10 SHEET,10,138.0
2018-02-24,9055,T.MOHAN-SKHT,TIFFIN PLATES-6,10,10.0
2018-02-24,9055,T.MOHAN-SKHT,TIFFIN PLATES NO-7,10,12.0
2018-02-24,9055,T.MOHAN-SKHT,TIFFIN PLATENO-10,10,18.0
2018-02-24,9055,T.MOHAN-SKHT,PP,2,150.0
2018-02-24,9056,SRINU,VISHNU 250ML,100,30.0
2018-02-24,9056,SRINU,CLASSIC 300ML,100,26.0
2018-02-24,9057,DVR-CHITWELI,10*10 RADHA KRISHNA,25,105.0
2018-02-24,9057,DVR-CHITWELI,DHARAM BOX-METRO,10,39.0
2018-02-24,9058,SD RAHAMATHULLA-RAM,CYCLE 10*12 BK KG,25,83.0
2018-02-24,9058,SD RAHAMATHULLA-RAM,CYCLE 13*16 BK KG,50,83.0
2018-02-24,9098,TP13,CLASSIC 250ML(100),80,31.0
2018-02-24,9098,TP13,DONA-VAI-9100,1,1700.0
2018-02-24,9098,TP13,10*10 SHEET,25,136.0
2018-02-24,9098,TP13,CYCLE-BLU-10*12,400,6.3
2018-02-24,9098,TP13,4*5 TRISUL,300,13.0
2018-02-24,9098,TP13,NO-0,25,153.0
2018-02-24,9098,TP13,VISHNU ICE,20,17.0
2018-02-24,9098,TP13,VISHNU 300ML,100,27.0
2018-02-24,9098,TP13,APPLE WATER,100,21.5
2018-02-24,9098,TP13,CLASSIC 250ML(100),80,31.0
2018-02-24,9098,TP13,CYCLE-BK-10*12,400,6.3
2018-02-24,9098,TP13,NAPKEEN 2ND,10,8.0
2018-02-24,9098,TP13,"RUBBER 0""",1,310.0
2018-02-24,9099,SVP-BUCHHI,10*10 TEJA,50,122.0
2018-02-24,9099,SVP-BUCHHI,10*10 TEJA,2,122.0
2018-02-24,9099,SVP-BUCHHI,GARUDA 13*16 BLUE,550,13.0
2018-02-24,9099,SVP-BUCHHI,5*6 ANKIT(20MIC),210,22.0
2018-02-24,9099,SVP-BUCHHI,PP,20,147.0
2018-02-24,9099,SVP-BUCHHI,STRAW 1/4 PACKET,10,20.0
2018-02-24,9099,SVP-BUCHHI,80 LEAF,10,335.0
2018-02-24,9100,KPR,5*6 ANKIT(20MIC),210,22.0
2018-02-24,9100,KPR,5*6 ANKIT(20MIC),20,22.0
2018-02-24,9101,SRINU,100LEAF -SP,3,580.0
2018-02-24,9103,JANANI PLASTICS-VGI,90ML RANGEELA,140,14.5
2018-02-24,9103,JANANI PLASTICS-VGI,DOT GLASS,100,22.0
2018-02-24,9104,K.SRIHARI,SMARTBOUL-CLAS(40),5,1650.0
2018-02-24,9104,K.SRIHARI,FANCY IC,100,19.0
2018-02-24,9104,K.SRIHARI,13*16 BLACK RK,500,16.5
2018-02-24,9105,VSP,VISHNU 250ML,100,30.0
2018-02-24,9105,VSP,BLACK DOG-350ML,100,26.0
2018-02-24,9105,VSP,CYCLE-BK-10*12,400,6.5
2018-02-24,9105,VSP,CYCLE-BK-13*16,250,13.0
2018-02-24,9106,LOCK,VISHNU 250ML,200,30.0
2018-02-24,9107,PRAKASH KOTA,VISHNU 250ML,200,30.0
2018-02-24,9108,DSP-SEKHAR,NIFTY PINK 13*16,400,12.5
2018-02-24,9111,JANANI PLASTICS-VGI,PAPER TEA 80ML LONG,160,22.0
2018-02-24,9112,GV,10*10 SIVA SHEET,25,148.0
2018-02-24,9112,GV,PP 3*3,6,153.0
2018-02-25,9143,KPR,VISHNU 350ML,600,29.0
2018-02-25,9143,KPR,90ML RANGEELA,280,14.5
2018-02-25,9143,KPR,LITE FOAM(1200),2,1680.0
2018-02-25,9143,KPR,DONA-VAI-9100,1,1730.0
2018-02-25,9143,KPR,DONA-FOMEX(84),1,1764.0
2018-02-25,9143,KPR,BLACK DOG-350ML,100,26.0
2018-02-25,9143,KPR,VISHNU 250ML,300,30.0
2018-02-25,9144,SVP-BUCHHI,DONA-VAI-9100,3,1730.0
2018-02-25,9144,SVP-BUCHHI,SMARTBOUL-CLAS(40),1,1840.0
2018-02-25,9144,SVP-BUCHHI,VISHNU 250ML,500,30.0
2018-02-25,9144,SVP-BUCHHI,VISHNU 350ML,300,29.0
2018-02-25,9144,SVP-BUCHHI,BAHUBALI WINE,220,23.0
2018-02-25,9144,SVP-BUCHHI,DOT GLASS,200,21.5
2018-02-25,9144,SVP-BUCHHI,VISHNU 300ML,200,26.0
2018-02-25,9145,ATS,BLACK DOG-350ML,100,26.0
2018-02-25,9183,SD.NASIR,GARUDA 13*16 BK,250,14.0
2018-02-25,9183,SD.NASIR,10*12 BK KRISHNA,410,7.5
2018-02-25,9183,SD.NASIR,10*10 SHEET,25,138.0
2018-02-25,9185,VENKATESH VGIRI,CYCLE-BK-10*12,370,7.0
